timestamp_s,Aceleracion_Z_modelo
0.94,-8.78435202311764
0.95,-8.693797824863395
0.96,-8.801131389160144
0.97,-8.491825574097122
0.98,-8.731519304888504
0.99,-8.450365335141214
1.0,-8.82562724156562
1.01,-8.526840541337577
1.02,-8.35037737569402
1.03,-8.698614367049153
1.04,-8.629912278574551
1.05,-8.696738778793778
1.06,-8.759756183199404
1.07,-8.711350214882819
1.08,-8.422463868502446
1.09,-8.5443708628422
1.1,-8.660786948680425
1.11,-8.320171960790383
1.12,-8.869514899654146
1.13,-8.661460768781009
1.14,-8.797541289012727
1.15,-9.023586309235526
1.16,-8.958438072982831
1.17,-8.841471510141536
1.18,-8.810445019995106
1.19,-8.325176235452187
1.2,-8.643705847042025
1.21,-8.50224324052074
1.22,-8.79632605366699
1.23,-8.683844113237122
1.24,-8.918027734245367
1.25,-8.496027681947718
1.26,-8.756315994111446
1.27,-8.69606931840059
1.28,-8.693572877084438
1.29,-8.917107848332337
1.3,-8.872166980580205
1.31,-8.678628420270638
1.32,-8.660158383075123
1.33,-9.29871834423758
1.34,-10.41924249597366
1.35,-10.938529506098098
1.36,-11.360690537292218
1.37,-11.894797020089522
1.38,-12.353382096384099
1.39,-12.729867689190005
1.4,-12.76528270078953
1.41,-12.543411919914607
1.42,-12.186706846878108
1.43,-11.874400139775643
1.44,-11.025856115714927
1.45,-10.404008223529482
1.46,-9.419820401519507
1.47,-8.867689538176483
1.48,-8.47098154950055
1.49,-8.57311110619806
1.5,-8.445915290639375
1.51,-8.604204812532736
1.52,-8.514663087311895
1.53,-8.628938767320601
1.54,-8.444731469115537
1.55,-8.530345140118385
1.56,-8.694898651879091
1.57,-8.536388260193368
1.58,-8.529198160714826
1.59,-8.79718486865361
1.6,-8.878098813942476
1.61,-8.39538597340733
1.62,-8.46181631932563
1.63,-8.5026322388412
1.64,-8.400567091906332
1.65,-8.285994549921798
1.66,-8.480223304208828
1.67,-8.50788839820785
1.68,-8.211761370289462
1.69,-8.81728945763247
1.7,-8.994667157258277
1.71,-8.990308189244967
1.72,-8.445005138782985
1.73,-8.653130979045123
1.74,-8.656211357332468
1.75,-8.526103149931219
1.76,-8.615376396439263
1.77,-8.462120003738423
1.78,-8.798097888830442
1.79,-8.710305693072941
1.8,-8.71329967320288
1.81,-8.46070737079933
1.82,-8.583732119236048
1.83,-8.474546309370885
1.84,-8.486503204688065
1.85,-8.878776383059249
1.86,-8.680571307236558
1.87,-8.486225666787961
1.88,-8.798715132817742
1.89,-9.279417117987924
1.9,-10.269951946340383
1.91,-10.901832940063002
1.92,-11.773698608134028
1.93,-12.22472372285815
1.94,-12.417068785974811
1.95,-12.834130116177569
1.96,-12.365062641058358
1.97,-12.485348211302886
1.98,-12.134534075677418
1.99,-11.535607079949273
2.0,-10.713779922289023
2.01,-10.117163982391743
2.02,-9.107422801175355
2.03,-8.428758293901431
2.04,-8.647778406748941
2.05,-8.392591191730551
2.06,-8.844119034776291
2.07,-8.559026318238924
2.08,-8.551316846746639
2.09,-8.73009523112401
2.1,-8.708449963181303
2.11,-8.791004748010323
2.12,-8.347573228235506
2.13,-8.906035088911901
2.14,-8.523701527952095
2.15,-9.17589956930936
2.16,-8.493398035703386
2.17,-8.760150501489665
2.18,-8.894791619100149
2.19,-8.562382597584058
2.2,-8.81160858420091
2.21,-9.298622449029386
2.22,-8.502535180749057
2.23,-8.634617131793505
2.24,-8.5365650301556
2.25,-8.619348612159975
2.26,-8.81784452571656
2.27,-8.530941703123863
2.28,-8.649979120540204
2.29,-8.702817143455288
2.3,-8.819928528972527
2.31,-8.639295232392769
2.32,-8.710757166664223
2.33,-8.435404912588112
2.34,-8.760586177518455
2.35,-8.5938020865492
2.36,-8.757943919295224
2.37,-9.037426801598329
2.38,-8.952525105025183
2.39,-8.748071536854324
2.4,-8.64016299339016
2.41,-8.916826815876867
2.42,-8.933213006208275
2.43,-8.482752990343194
2.44,-9.620062744226184
2.45,-10.354941919320934
2.46,-10.879227466552129
2.47,-11.593771351838699
2.48,-12.066619357034243
2.49,-12.672769470746863
2.5,-12.872752694854755
2.51,-12.859175664827937
2.52,-12.743057669711622
2.53,-12.266057898791868
2.54,-11.638568028893292
2.55,-11.42006208975784
2.56,-10.416864797855373
2.57,-9.428624276550853
2.58,-8.874974113575995
2.59,-8.947811626390171
2.6,-8.916994447989396
2.61,-8.493909122006404
2.62,-8.796137352116773
2.63,-8.541019279447504
2.64,-8.799442158150615
2.65,-8.761600394250697
2.66,-8.611048985812792
2.67,-8.410463911911174
2.68,-8.798504207177537
2.69,-8.920803892057343
2.7,-8.51266956692274
2.71,-8.727897322141054
2.72,-8.832708374750059
2.73,-8.473756931808525
2.74,-8.460216131258838
2.75,-8.661794903439537
2.76,-8.834375850860539
2.77,-8.817896047991923
2.78,-8.731856284125485
2.79,-8.459829278426051
2.8,-8.779590604157965
2.81,-8.760949941959916
2.82,-8.90037335719867
2.83,-8.796281049341772
2.84,-8.694717550418433
2.85,-8.32503150248401
2.86,-8.586305550161853
2.87,-8.412874298311525
2.88,-8.880325402095353
2.89,-8.501796454366211
2.9,-8.881641180631018
2.91,-8.664378938066818
2.92,-8.654115845501728
2.93,-8.656347684485402
2.94,-8.795271245727173
2.95,-8.74309149925655
2.96,-8.459792951086385
2.97,-8.361080535200271
2.98,-8.552840507090913
2.99,-8.914456176795836
3.0,-9.355847161725261
3.01,-10.241580279119724
3.02,-11.224020125143475
3.03,-11.481312913426718
3.04,-12.370055361077434
3.05,-12.611616590024132
3.06,-13.01276605103772
3.07,-12.823504152466079
3.08,-12.37664715274386
3.09,-12.417222792266562
3.1,-11.838922596033921
3.11,-10.588946826309611
3.12,-10.157831203831806
3.13,-9.656501741874777
3.14,-8.478415165520952
3.15,-8.730561295238068
3.16,-8.588725430665846
3.17,-8.72287629955002
3.18,-8.32441355522795
3.19,-8.786085501770124
3.2,-8.530838778660037
3.21,-8.693339760499065
3.22,-8.522152496556194
3.23,-8.372243801466855
3.24,-8.597042898772822
3.25,-8.781286122510407
3.26,-8.847490444304064
3.27,-8.837549812528785
3.28,-8.519811490337917
3.29,-8.70421645456206
3.3,-8.75273115594751
3.31,-8.625134504622993
3.32,-8.740534828154454
3.33,-8.508496704814847
3.34,-8.655665723526276
3.35,-8.495681493061822
3.36,-8.32366887666623
3.37,-8.425000740752585
3.38,-8.451726730522662
3.39,-9.051904066307227
3.4,-8.787832790811883
3.41,-8.239096496702672
3.42,-8.37535900354433
3.43,-8.795502113513562
3.44,-8.219359572472296
3.45,-8.732298312864858
3.46,-8.567086108973713
3.47,-8.48431918577267
3.48,-8.624967304053554
3.49,-8.860294924537161
3.5,-8.454609454492529
3.51,-8.593614122847885
3.52,-8.70006380445592
3.53,-8.679023515174805
3.54,-9.060515213220398
3.55,-9.360571032443277
3.56,-10.24872415497549
3.57,-10.89263953098148
3.58,-11.856320752210626
3.59,-11.728652363621741
3.6,-12.580437969919405
3.61,-12.53368464832409
3.62,-12.776824205775661
3.63,-12.498105894094763
3.64,-11.86080656358375
3.65,-11.843548352109327
3.66,-11.392295213467895
3.67,-10.856389678193148
3.68,-9.696564709149014
3.69,-8.706643585375456
3.7,-8.89911982206004
3.71,-8.467573890996562
3.72,-8.686045915958875
3.73,-8.710370696201412
3.74,-8.379739376604192
3.75,-9.252995303944939
3.76,-8.927001728487669
3.77,-8.833823697002655
3.78,-8.800432209564697
3.79,-8.662101697559944
3.8,-8.952318124583186
3.81,-8.416509444366056
3.82,-8.665865926424818
3.83,-8.986517349959422
3.84,-8.448293418438373
3.85,-8.884092847614832
3.86,-8.36379194355567
3.87,-8.602048304186049
3.88,-8.436632929541481
3.89,-8.309335652270123
3.9,-8.805605506275072
3.91,-8.183987837198448
3.92,-8.689078045028294
3.93,-8.626890584661508
3.94,-8.477269228924513
3.95,-8.416666437611614
3.96,-8.572326162103932
3.97,-8.937721410752557
3.98,-8.958851621174992
3.99,-8.602759057088372
4.0,-8.732883414046558
4.01,-8.363592806637467
4.02,-8.493372076071756
4.03,-8.44989403993683
4.04,-8.468262000554526
4.05,-8.741078008400402
4.06,-8.161545775219253
4.07,-8.826946942513118
4.08,-8.953264564653427
4.09,-8.425036209697382
4.1,-8.493339058429575
4.11,-9.339849676277943
4.12,-10.153552281893225
4.13,-10.802475612508955
4.14,-11.771043535530563
4.15,-12.790947768269046
4.16,-12.93279898838592
4.17,-12.318504970862623
4.18,-12.96314058844086
4.19,-12.573173219552796
4.2,-11.989567512802436
4.21,-11.53237646414803
4.22,-10.702802155822356
4.23,-10.675871961847955
4.24,-8.915820742252228
4.25,-8.726917598649068
4.26,-8.653623714613424
4.27,-9.101743741609694
4.28,-8.763424094206073
4.29,-8.530884944047017
4.3,-8.197242875664646
4.31,-8.292710688985874
4.32,-8.882128754409035
4.33,-8.56761838747197
4.34,-8.509951144583733
4.35,-8.610914182303228
4.36,-8.496217361022985
4.37,-8.716418781347459
4.38,-8.506671919904592
4.39,-8.363212740694895
4.4,-8.341347962824814
4.41,-8.714726754436336
4.42,-8.841350689501263
4.43,-8.918771863925567
4.44,-8.902529955287758
4.45,-8.678469201635659
4.46,-9.142678037973793
4.47,-8.874649745236669
4.48,-8.780110584122625
4.49,-8.940466557213064
4.5,-8.781021874618734
4.51,-8.763439373752728
4.52,-8.65710023294996
4.53,-8.815614544942578
4.54,-8.16521470919391
4.55,-8.636966296207554
4.56,-8.401142055135573
4.57,-8.338091060487185
4.58,-8.790683152826313
4.59,-8.467420832901412
4.6,-8.634624178139195
4.61,-8.470172470444519
4.62,-8.553699178159262
4.63,-8.593696054406411
4.64,-8.110395676258218
4.65,-8.46618358596367
4.66,-8.704101729465318
4.67,-9.862576596271278
4.68,-10.699363448589557
4.69,-11.297460281252905
4.7,-11.911721734524367
4.71,-12.57384562495718
4.72,-12.716554615846778
4.73,-12.498462541812986
4.74,-12.289501667531606
4.75,-12.278977596741852
4.76,-11.399222647911081
4.77,-11.357688632067532
4.78,-10.481431374890807
4.79,-9.409514737557151
4.8,-8.925716983152123
4.81,-8.849351487296673
4.82,-8.750569242806804
4.83,-8.397128933595164
4.84,-8.973635206912485
4.85,-8.586188749613607
4.86,-8.698080107804802
4.87,-8.914365180523475
4.88,-8.895169097191815
4.89,-8.832890773102912
4.9,-8.713985409083445
4.91,-8.680774159554854
4.92,-8.57291259946626
4.93,-8.602216551921385
4.94,-8.77615966318762
4.95,-8.078247555608433
4.96,-8.572779225355525
4.97,-8.882644405275144
4.98,-8.734104313018612
4.99,-8.717147505374374
5.0,-8.518721888442517
5.01,-8.61147499739743
5.02,-8.437333667469913
5.03,-8.695660192953431
5.04,-8.428773135486571
5.05,-8.721907932472202
5.06,-8.55649639245645
5.07,-8.850132085138634
5.08,-8.879208148595652
5.09,-8.662877119157388
5.1,-8.785889146501441
5.11,-8.623958553263822
5.12,-9.181473451852021
5.13,-8.61765493959417
5.14,-8.749442610855187
5.15,-8.275138087745718
5.16,-8.692758096468774
5.17,-8.435605723538151
5.18,-8.764639504088333
5.19,-8.804252787384751
5.2,-8.441281774512774
5.21,-8.49769072065393
5.22,-9.838620422465805
5.23,-10.83086520394735
5.24,-11.177501025190471
5.25,-11.879965260264177
5.26,-12.198425960184625
5.27,-12.711263572179252
5.28,-12.70413672771012
5.29,-12.609937572705558
5.3,-12.433329114551057
5.31,-12.060595671461572
5.32,-11.84904257816083
5.33,-11.431915362901693
5.34,-10.032356400232327
5.35,-9.545914884367363
5.36,-8.515610574749244
5.37,-8.658554357369788
5.38,-8.546003968643943
5.39,-8.626363509154984
5.4,-8.428879716781084
5.41,-8.638683014343135
5.42,-8.793889803303678
5.43,-8.645683961285595
5.44,-8.757155778947919
5.45,-8.869070457050167
5.46,-8.598470561491315
5.47,-8.231095263270067
5.48,-8.569737371054057
5.49,-8.5902568902357
5.5,-8.59384307677924
5.51,-8.578619546885099
5.52,-8.590669616423408
5.53,-8.862977745778315
5.54,-8.627818126511615
5.55,-8.265081030497209
5.56,-8.82173784602632
5.57,-8.574587349534346
5.58,-8.717362951356142
5.59,-8.724198163681939
5.6,-8.499982196864604
5.61,-8.858225690719726
5.62,-8.57866776630772
5.63,-8.55990917570126
5.64,-8.353125872575195
5.65,-8.837141359521233
5.66,-8.568084687200383
5.67,-8.63955928684339
5.68,-8.628195787400953
5.69,-8.742612781479131
5.7,-8.490564889924572
5.71,-8.56155631029441
5.72,-8.669062910131707
5.73,-8.579948492339724
5.74,-8.920206725889845
5.75,-8.745885697701532
5.76,-8.415150026044198
5.77,-8.861577658664157
5.78,-9.804601854089777
5.79,-10.561713198063844
5.8,-11.273399995768603
5.81,-12.092456232679735
5.82,-12.295298565904664
5.83,-12.884899474217905
5.84,-12.897463859035698
5.85,-12.247354217318966
5.86,-12.057306809607024
5.87,-11.682895549375669
5.88,-11.142410915274473
5.89,-10.669196434847866
5.9,-10.153259376772095
5.91,-9.354155832581613
5.92,-8.934164603351958
5.93,-9.02332709607177
5.94,-8.80649014331135
5.95,-8.762364022283043
5.96,-8.802256032078219
5.97,-8.726023640193478
5.98,-8.505806959095457
5.99,-8.592436639981463
6.0,-8.835004699883346
6.01,-8.275318154085483
6.02,-8.482569143593135
6.03,-8.751145090355745
6.04,-8.743227009998773
6.05,-8.78791773856905
6.06,-8.710077362060023
6.07,-8.825922491210772
6.08,-8.298818889060081
6.09,-8.756085136082014
6.1,-8.465742234637672
6.11,-8.671261594432762
6.12,-9.031559311850183
6.13,-8.827693322256557
6.14,-8.448776828648983
6.15,-8.570013905833104
6.16,-8.442497513733446
6.17,-8.967916624275645
6.18,-8.87090218107246
6.19,-8.738256762061683
6.2,-8.51217930452095
6.21,-8.462588333663227
6.22,-8.638439468676244
6.23,-8.690622010068815
6.24,-8.578592852200076
6.25,-8.311858376599771
6.26,-8.449733336369764
6.27,-9.011333370949036
6.28,-8.47324885181801
6.29,-8.704575164128723
6.3,-8.735698682624243
6.31,-8.680093249444415
6.32,-8.447186313598158
6.33,-9.581617245466093
6.34,-10.318196088164715
6.35,-10.835780301578778
6.36,-11.900926509777756
6.37,-11.922521587823645
6.38,-12.473924455515311
6.39,-12.581564975854759
6.4,-12.826611809781426
6.41,-12.90379257843929
6.42,-12.356527523876847
6.43,-11.35161466453359
6.44,-11.249440745715352
6.45,-10.28990566084451
6.46,-9.770944948056806
6.47,-9.003230127248571
6.48,-8.274070383220348
6.49,-8.831066180970456
6.5,-8.351605709420777
6.51,-8.167444858783325
6.52,-8.837861653314981
6.53,-8.907461674681622
6.54,-8.725890274502067
6.55,-8.70632442067443
6.56,-8.785221295611583
6.57,-8.802642587915887
6.58,-8.60990666723273
6.59,-8.62378804177358
6.6,-8.668122976783334
6.61,-8.996303903540985
6.62,-8.702866574216575
6.63,-8.896083367700665
6.64,-8.44716324694788
6.65,-8.80165232084083
6.66,-8.547933515318062
6.67,-8.607446784293044
6.68,-8.755414132722974
6.69,-8.731742529472303
6.7,-8.590933629367774
6.71,-8.640794452632447
6.72,-8.685789236086467
6.73,-8.602450477544751
6.74,-8.769415811330019
6.75,-8.90255576694133
6.76,-8.705456685888912
6.77,-8.731615307446496
6.78,-9.023763114658292
6.79,-8.666726698427535
6.8,-8.63533922012943
6.81,-8.469455572356516
6.82,-8.820858641950219
6.83,-8.90239275863568
6.84,-8.430677580175262
6.85,-8.312766096186404
6.86,-8.712946028940332
6.87,-8.686550712377427
6.88,-9.1379528035641
6.89,-9.952913996968892
6.9,-10.824039576691973
6.91,-11.290227785507582
6.92,-11.857325183130836
6.93,-12.262159764359517
6.94,-12.71096248740384
6.95,-12.758095984872284
6.96,-12.648891528836343
6.97,-12.103347645793065
6.98,-11.86209764685174
6.99,-11.83177149764201
7.0,-10.658656156202994
7.01,-9.908695453246798
7.02,-9.243444704015136
7.03,-8.80398434072852
7.04,-8.595798813859878
7.05,-8.674310131404512
7.06,-8.751758775349609
7.07,-8.995915501028025
7.08,-8.43487958452424
7.09,-9.107666287322408
7.1,-8.624763001125242
7.11,-8.30965828971741
7.12,-8.733036617417344
7.13,-8.727094408080339
7.14,-8.559685750304505
7.15,-8.682971122784451
7.16,-8.518557914283232
7.17,-8.568843565185901
7.18,-8.376863449261142
7.19,-8.514249871362543
7.2,-8.711716251005049
7.21,-8.56165367945405
7.22,-8.46992119348959
7.23,-8.680819389867514
7.24,-8.77107434743033
7.25,-8.736010561535885
7.26,-8.513044764823652
7.27,-8.604694560543113
7.28,-8.81362743355353
7.29,-8.804808637681852
7.3,-8.398682202584178
7.31,-9.080406513248313
7.32,-8.864097415102759
7.33,-8.585489438605546
7.34,-8.759844981402832
7.35,-8.007424825335567
7.36,-8.515051736253572
7.37,-8.688771608183806
7.38,-8.486647470087078
7.39,-8.567592484991275
7.4,-8.608426093587207
7.41,-8.356653343629667
7.42,-8.418792840041736
7.43,-8.55776317772432
7.44,-9.216243499614453
7.45,-9.724548051362323
7.46,-11.304634289591775
7.47,-11.587691656408555
7.48,-11.959014550535288
7.49,-12.189547994141577
7.5,-12.32946303298099
7.51,-12.821772006727858
7.52,-13.089232828226066
7.53,-12.292278328263118
7.54,-11.779843662068968
7.55,-11.018025047098398
7.56,-10.924519664169285
7.57,-9.338848983605763
7.58,-9.08295825075912
7.59,-8.776033152159364
7.6,-8.671524321750717
7.61,-8.653070217087693
7.62,-9.050571254280593
7.63,-8.512614447889192
7.64,-8.224990064484675
7.65,-8.598955567194698
7.66,-8.506882850804528
7.67,-8.485432426883014
7.68,-8.89487510366277
7.69,-8.409484621980951
7.7,-8.71418757381751
7.71,-8.53897120785565
7.72,-8.291104120392012
7.73,-8.724616799917001
7.74,-8.512016675728454
7.75,-8.687168585181404
7.76,-8.420362567779938
7.77,-8.858622091907767
7.78,-8.977440861425356
7.79,-8.62895594852839
7.8,-8.778545904252933
7.81,-8.824629806571407
7.82,-8.57018689731231
7.83,-8.415937173828008
7.84,-8.692034805494739
7.85,-8.659961920248955
7.86,-8.561937332578987
7.87,-8.581933267730571
7.88,-8.774315518265897
7.89,-8.771913621302168
7.9,-8.5338727220128
7.91,-8.399689245729062
7.92,-8.409265980466937
7.93,-8.560761488201726
7.94,-8.631782650674468
7.95,-8.74133245509376
7.96,-8.827816183062373
7.97,-8.534838992007256
7.98,-8.319246777359172
7.99,-9.249140946687099
8.0,-9.624437177218732
8.01,-10.570620195363245
8.02,-11.4324919167829
8.03,-11.666413916358506
8.04,-12.323949505582014
8.05,-12.62096774394878
8.06,-13.068095072842894
8.07,-12.742400824960521
8.08,-12.52137530897276
8.09,-12.22257771665528
8.1,-11.3037854129043
8.11,-10.924993539013764
8.12,-10.012965460717366
8.13,-9.336686005763456
8.14,-8.396617998434202
8.15,-8.45636654387196
8.16,-8.602509357168936
8.17,-8.469124994463128
8.18,-8.504030583279807
8.19,-8.918886054812166
8.2,-8.303909040484443
8.21,-8.723024574320908
8.22,-8.712113809828573
8.23,-8.628928205585291
8.24,-8.25006306077771
8.25,-8.832955599811434
8.26,-8.557041109281998
8.27,-8.744092428159671
8.28,-8.308297981907652
8.29,-8.291032111861496
8.3,-8.677245029545501
8.31,-9.006986728276337
8.32,-8.563122956510979
8.33,-8.60376598839392
8.34,-8.471971959329654
8.35,-8.72106528222458
8.36,-8.566627268585496
8.37,-8.523129745362725
8.38,-9.099663669038186
8.39,-8.465757177847568
8.4,-8.200751141937818
8.41,-9.041835844104465
8.42,-8.59427801109162
8.43,-8.603139823934615
8.44,-8.48096924257638
8.45,-8.574552172869335
8.46,-8.5167639888094
8.47,-8.855610607049421
8.48,-8.786988473265112
8.49,-8.869813391012075
8.5,-8.995704073682976
8.51,-8.410220532090882
8.52,-8.706543049952339
8.53,-8.656763680571343
8.54,-8.530926269022324
8.55,-9.169719573836014
8.56,-10.461292295496037
8.57,-10.6344300142098
8.58,-11.295711639781699
8.59,-12.442988060559165
8.6,-12.317188961899035
8.61,-12.76088476880862
8.62,-12.557634978485913
8.63,-12.45034584669144
8.64,-12.510998055455381
8.65,-11.826697351992436
8.66,-11.236442992666367
8.67,-10.800875626103894
8.68,-9.98283246686213
8.69,-8.705211713663255
8.7,-8.82492332495281
8.71,-8.390995622827162
8.72,-8.610491348826887
8.73,-9.02443775210478
8.74,-8.820914841045187
8.75,-9.23059783325968
8.76,-8.796182304431689
8.77,-8.435130306789835
8.78,-8.889683012855983
8.79,-8.791386360500931
8.8,-8.644416119478086
8.81,-8.135283342659847
8.82,-8.474538691985288
8.83,-8.420402610909187
8.84,-8.699666344835336
8.85,-8.781617383121008
8.86,-9.05753467430228
8.87,-8.813809776398715
8.88,-8.546462387472532
8.89,-8.686626423723595
8.9,-8.848287596474563
8.91,-8.520259923596853
8.92,-8.389138043060843
8.93,-8.734425090785157
8.94,-8.88045901598036
8.95,-9.071271047634122
8.96,-8.305937143333958
8.97,-8.426847485188032
8.98,-8.783089963262178
8.99,-9.136088479948638
9.0,-8.65108515819101
9.01,-8.874281170928805
9.02,-8.847823681050583
9.03,-8.785366726738046
9.04,-8.499462203196504
9.05,-8.707008676142278
9.06,-8.246428320907121
9.07,-8.741059324086887
9.08,-8.728783941848233
9.09,-8.806955463563657
9.1,-8.559225171515784
9.11,-9.739347775102265
9.12,-10.46968490631556
9.13,-10.902055207130859
9.14,-11.878101231230508
9.15,-12.374307199517837
9.16,-12.730571691825798
9.17,-12.601486310633259
9.18,-12.793278688031753
9.19,-12.27741052100174
9.2,-12.056037567873238
9.21,-11.807739494895651
9.22,-10.654295803628454
9.23,-10.22813548033641
9.24,-9.554859597959327
9.25,-8.377014764088557
9.26,-8.464584751871506
9.27,-8.755956739465095
9.28,-8.683237199270899
9.29,-8.75718718361661
9.3,-8.965998488292401
9.31,-8.262120072305407
9.32,-8.523963269057463
9.33,-8.646955075833272
9.34,-8.649187065297173
9.35,-8.688649849441775
9.36,-8.900119088422024
9.37,-8.612183423811624
9.38,-8.719604620033124
9.39,-8.641041487809941
9.4,-8.491324831717511
9.41,-8.304669643288017
9.42,-8.597334029735197
9.43,-9.11472792379833
9.44,-8.492068447985345
9.45,-8.652984788206721
9.46,-8.575202283829254
9.47,-8.708031059583703
9.48,-8.510221866286388
9.49,-8.470888739306096
9.5,-8.650861291369463
9.51,-8.9143525863336
9.52,-8.622822864372075
9.53,-8.824448632655656
9.54,-8.499557229127607
9.55,-8.595876234943159
9.56,-8.269758626365533
9.57,-8.23635954501902
9.58,-8.56314817416763
9.59,-8.943857732276044
9.6,-8.378662801901063
9.61,-8.341616623977403
9.62,-8.44991707615945
9.63,-8.548827700344205
9.64,-8.6039984882859
9.65,-8.61833502598171
9.66,-9.016215147932908
9.67,-9.96690078086641
9.68,-10.920661209192836
9.69,-11.312765740937479
9.7,-11.675627711732643
9.71,-12.233790951634724
9.72,-12.466243752962784
9.73,-12.592388082206128
9.74,-12.550463561822092
9.75,-12.014819044962
9.76,-11.91419154126816
9.77,-11.028575711490761
9.78,-10.813189798635408
9.79,-9.964691087664622
9.8,-8.85867380571824
9.81,-8.777207849247125
9.82,-8.653069535816627
9.83,-8.272308626299045
9.84,-8.866941838302264
9.85,-8.947730209822282
9.86,-8.849046511047682
9.87,-8.924381391147097
9.88,-8.720513415683218
9.89,-8.4958784896722
9.9,-8.320415094994383
9.91,-8.782647400206223
9.92,-8.608506907616295
9.93,-8.851989759845303
9.94,-8.816218248226209
9.95,-8.304006065979546
9.96,-8.516979428930536
9.97,-8.282375855375737
9.98,-8.990935347888447
9.99,-8.141089634953387
10.0,-8.587736214105675
10.01,-8.342813755617183
10.02,-8.824462960955316
10.03,-8.451742788015578
10.04,-8.9247054700008
10.05,-8.519114080021644
10.06,-8.431671347560211
10.07,-8.658666861588422
10.08,-8.660139851311406
10.09,-8.500809516775089
10.1,-8.82592497470942
10.11,-8.412693452681822
10.12,-8.680477590685081
10.13,-8.523368700971755
10.14,-8.651033989524208
10.15,-8.470941478341219
10.16,-8.833304649185633
10.17,-8.627331083782504
10.18,-8.463876973880081
10.19,-8.68565568939237
10.2,-9.25809284664163
10.21,-8.660230412911918
10.22,-9.203106258154644
10.23,-10.562573776161486
10.24,-10.858202463175783
10.25,-11.551207355102987
10.26,-12.298889072044139
10.27,-12.307813234327893
10.28,-12.897886776263041
10.29,-12.610336404320869
10.3,-12.426805192008477
10.31,-12.301374502507848
10.32,-11.406184963134406
10.33,-11.803348207069213
10.34,-10.429982877022628
10.35,-9.41020218104554
10.36,-8.813950005329048
10.37,-8.62138735557257
10.38,-8.611323705263484
10.39,-8.591358299749931
10.4,-8.508052107948542
10.41,-8.17029021131502
10.42,-8.58619812809598
10.43,-8.331258885947342
10.44,-8.873601409607474
10.45,-8.813770194987978
10.46,-8.59391860405851
10.47,-8.388527084899945
10.48,-8.568829818260985
10.49,-8.427926649830038
10.5,-8.549994940519694
10.51,-8.706632830461697
10.52,-9.31253939607128
10.53,-8.563470130847953
10.54,-8.64633008871677
10.55,-8.83045943897309
10.56,-8.79159549707955
10.57,-8.314971950597295
10.58,-8.77792420739968
10.59,-8.834369164063855
10.6,-8.583240480735405
10.61,-8.52181035760135
10.62,-8.981467076989906
10.63,-8.357255757784728
10.64,-7.930661307710379
10.65,-8.188819695585476
10.66,-8.491873629703884
10.67,-8.718690824383705
10.68,-8.856459122917379
10.69,-8.50253935055153
10.7,-8.88502140898311
10.71,-8.599169384932116
10.72,-9.211262486463957
