timestamp_s,Aceleracion_Z_modelo
2.12,-8.652645
2.13,-8.652645
2.14,-8.652645
2.15,-8.652645
2.16,-8.652645
2.17,-8.652645
2.18,-8.652645
2.19,-8.652645
2.2,-8.652645
2.21,-8.652645
2.22,-8.652645
2.23,-8.652645
2.24,-8.652645
2.25,-8.652645
2.26,-8.652645
2.27,-8.652645
2.28,-8.652645
2.29,-8.652645
2.3,-8.349091135661675
2.31,-7.7757140144545005
2.32,-7.220188679252922
2.33,-6.693824023878819
2.34,-6.2073353148053325
2.35,-5.770626059231571
2.36,-5.392586398235555
2.37,-5.080912129138773
2.38,-4.841948041265692
2.39,-4.680558754329862
2.4,-4.60002968880504
2.41,-4.602000184238655
2.42,-4.68643012702612
2.43,-4.851600767008137
2.44,-5.094149706267453
2.45,-5.409139347854148
2.46,-5.790157411020607
2.47,-6.229447466766157
2.48,-6.718066836363689
2.49,-7.246068638510142
2.5,-7.8027042791452335
2.51,-8.376642261830291
2.52,-8.652645
2.53,-8.652645
2.54,-8.652645
2.55,-8.652645
2.56,-8.652645
2.57,-8.652645
2.58,-8.652645
2.59,-8.652645
2.6,-8.652645
2.61,-8.652645
2.62,-8.652645
2.63,-8.652645
2.64,-8.652645
2.65,-8.652645
2.66,-8.652645
2.67,-8.652645
2.68,-8.652645
2.69,-8.652645
2.7,-8.652645
2.71,-8.652645
2.72,-8.652645
2.73,-8.652645
2.74,-8.652645
2.75,-8.652645
2.76,-8.652645
2.77,-8.652645
2.78,-8.129294290850433
2.79,-7.561356084240011
2.8,-7.015633372937128
2.81,-6.503235497609516
2.82,-6.034593401365441
2.83,-5.619247285832186
2.84,-5.265652400162752
2.85,-4.981006916545892
2.86,-4.771105396178281
2.87,-4.640220828708584
2.88,-4.59101764649057
2.89,-4.624497484423935
2.9,-4.739978789556231
2.91,-4.93511069553556
2.92,-5.205920879470112
2.93,-5.5468964269670895
2.94,-5.951096059171699
2.95,-6.410291437187782
2.96,-6.915134667329004
2.97,-7.4553485972773945
2.98,-8.019936029267486
2.99,-8.597403591319711
3.0,-8.652645
3.01,-8.652645
3.02,-8.652645
3.03,-8.652645
3.04,-8.652645
3.05,-8.652645
3.06,-8.652645
3.07,-8.652645
3.08,-8.652645
3.09,-8.652645
3.1,-8.652645
3.11,-8.652645
3.12,-8.652645
3.13,-8.652645
3.14,-8.652645
3.15,-8.652645
3.16,-8.652645
3.17,-8.652645
3.18,-8.652645
3.19,-8.652645
3.2,-8.652645
3.21,-8.652645
3.22,-8.652645
3.23,-8.652645
3.24,-8.652645
3.25,-8.48696164105208
3.26,-7.91104584004106
3.27,-7.3502268593314035
3.28,-6.815921356102017
3.29,-6.319006249588769
3.3,-5.869597298375478
3.31,-5.476843172720413
3.32,-5.148739214012574
3.33,-4.891964672677539
3.34,-4.711746737900285
3.35,-4.61175412712725
3.36,-4.594022401558906
3.37,-4.658912527993748
3.38,-4.805103530585228
3.39,-5.029619382100638
3.4,-5.327889587253352
3.41,-5.69384222480673
3.42,-6.1200275543804175
3.43,-6.597769671681329
3.44,-7.117343124895674
3.45,-7.668170896842173
3.46,-8.239039722540058
3.47,-8.652645
3.48,-8.652645
3.49,-8.652645
3.5,-8.652645
3.51,-8.652645
3.52,-8.652645
3.53,-8.652645
3.54,-8.652645
3.55,-8.652645
3.56,-8.652645
3.57,-8.652645
3.58,-8.652645
3.59,-8.652645
3.6,-8.652645
3.61,-8.652645
3.62,-8.652645
3.63,-8.652645
3.64,-8.652645
3.65,-8.652645
3.66,-8.652645
3.67,-8.652645
3.68,-8.652645
3.69,-8.652645
3.7,-8.652645
3.71,-8.652645
3.72,-8.652645
3.73,-8.266527066930278
3.74,-7.694991496683884
3.75,-7.142950990120379
3.76,-6.621643500000007
3.77,-6.141681343494939
3.78,-5.712835166015096
3.79,-5.343835039043677
3.8,-5.042192741057358
3.81,-4.814048839378558
3.82,-4.664047685932794
3.83,-4.595242871636604
3.84,-4.609035064092362
3.85,-4.70514349403507
3.86,-4.881611670984912
3.87,-5.134847211751404
3.88,-5.4596949709955105
3.89,-5.8495419851226345
3.9,-6.296452093151062
3.91,-6.791327494063703
3.92,-7.324093951800743
3.93,-7.883905877654294
3.94,-8.45936711517821
3.95,-8.652645
3.96,-8.652645
3.97,-8.652645
3.98,-8.652645
3.99,-8.652645
4.0,-8.652645
4.01,-8.652645
4.02,-8.652645
4.03,-8.652645
4.04,-8.652645
4.05,-8.652645
4.06,-8.652645
4.07,-8.652645
4.08,-8.652645
4.09,-8.652645
4.1,-8.652645
4.11,-8.652645
4.12,-8.652645
4.13,-8.652645
4.14,-8.652645
4.15,-8.652645
4.16,-8.652645
4.17,-8.652645
4.18,-8.652645
4.19,-8.652645
4.2,-8.625023657059833
4.21,-8.047234867665578
4.22,-7.481770482706998
4.23,-6.940141726397174
4.24,-6.433374598286317
4.25,-5.971785415706995
4.26,-5.564770803303239
4.27,-5.220616404850375
4.28,-4.946328211441547
4.29,-4.7474899397127786
4.3,-4.628149363474212
4.31,-4.590735912708264
4.32,-4.636011217381053
4.33,-4.7630536028526285
4.34,-4.969276852514779
4.35,-5.250482855703124
4.36,-5.600947069123934
4.37,-6.0135350520472315
4.38,-6.47984770294622
4.39,-6.990392240983231
4.4,-7.534775451652781
4.41,-8.101915262657036
4.42,-8.652645
4.43,-8.652645
4.44,-8.652645
4.45,-8.652645
4.46,-8.652645
4.47,-8.652645
4.48,-8.652645
4.49,-8.652645
4.5,-8.652645
4.51,-8.652645
4.52,-8.652645
4.53,-8.652645
4.54,-8.652645
4.55,-8.652645
4.56,-8.652645
4.57,-8.652645
4.58,-8.652645
4.59,-8.652645
4.6,-8.652645
4.61,-8.652645
4.62,-8.652645
4.63,-8.652645
4.64,-8.652645
4.65,-8.652645
4.66,-8.652645
4.67,-8.652645
4.68,-8.404206150256677
4.69,-7.829733844759603
4.7,-7.272013637303466
4.71,-6.742399102979755
4.72,-6.2516716664251035
4.73,-5.8098211231066585
4.74,-5.4258422758947145
4.75,-5.107551826814909
4.76,-4.861429251536646
4.77,-4.692484895933695
4.78,-4.604157979890836
4.79,-4.598246584704926
4.8,-4.674871049334884
4.81,-4.83247152064755
4.82,-5.067839707529256
4.83,-5.376184192440846
4.84,-5.751227970861609
4.85,-6.185336232999841
4.86,-6.669671786503307
4.87,-7.194374956210991
4.88,-7.748764298706673
4.89,-8.321554045703992
4.9,-8.652645
4.91,-8.652645
4.92,-8.652645
4.93,-8.652645
4.94,-8.652645
4.95,-8.652645
4.96,-8.652645
4.97,-8.652645
4.98,-8.652645
4.99,-8.652645
5.0,-8.652645
5.01,-8.652645
5.02,-8.652645
5.03,-8.652645
5.04,-8.652645
5.05,-8.652645
5.06,-8.652645
5.07,-8.652645
5.08,-8.652645
5.09,-8.652645
5.1,-8.652645
5.11,-8.652645
5.12,-8.652645
5.13,-8.652645
5.14,-8.652645
5.15,-8.652645
5.16,-8.184123678713881
5.17,-7.6146675003103645
5.18,-7.066341550520596
5.19,-6.550308164440789
5.2,-6.077072293694218
5.21,-5.656267655909678
5.22,-5.296460620012095
5.23,-5.004975819654511
5.24,-4.787747044799508
5.25,-4.649196446867046
5.26,-4.5921445164841
5.27,-4.6177526664290856
5.28,-4.725499588616941
5.29,-4.9131918664283685
5.3,-5.177008626346968
5.31,-5.511579319925506
5.32,-5.910093052664972
5.33,-6.364437234185424
5.34,-6.865362727171564
5.35,-7.4026721331360275
5.36,-7.965427382045805
5.37,-8.542172399885121
5.38,-8.652645
5.39,-8.652645
5.4,-8.652645
5.41,-8.652645
5.42,-8.652645
5.43,-8.652645
5.44,-8.652645
5.45,-8.652645
5.46,-8.652645
5.47,-8.652645
5.48,-8.652645
5.49,-8.652645
5.5,-8.652645
5.51,-8.652645
5.52,-8.652645
5.53,-8.652645
5.54,-8.652645
5.55,-8.652645
5.56,-8.652645
5.57,-8.652645
5.58,-8.652645
5.59,-8.652645
5.6,-8.652645
5.61,-8.652645
5.62,-8.652645
5.63,-8.542172399885052
5.64,-7.965427382045737
5.65,-7.402672133135962
5.66,-6.865362727171502
5.67,-6.364437234185367
5.68,-5.910093052664921
5.69,-5.511579319925462
5.7,-5.1770086263469315
5.71,-4.913191866428342
5.72,-4.725499588616923
5.73,-4.617752666429078
5.74,-4.592144516484102
5.75,-4.649196446867058
5.76,-4.787747044799529
5.77,-5.0049758196545415
5.78,-5.296460620012134
5.79,-5.6562676559097245
5.8,-6.07707229369427
5.81,-6.550308164440847
5.82,-7.06634155052066
5.83,-7.61466750031043
5.84,-8.18412367871395
5.85,-8.652645
5.86,-8.652645
5.87,-8.652645
5.88,-8.652645
5.89,-8.652645
5.9,-8.652645
5.91,-8.652645
5.92,-8.652645
5.93,-8.652645
5.94,-8.652645
5.95,-8.652645
5.96,-8.652645
5.97,-8.652645
5.98,-8.652645
5.99,-8.652645
6.0,-8.652645
6.01,-8.652645
6.02,-8.652645
6.03,-8.652645
6.04,-8.652645
6.05,-8.652645
6.06,-8.652645
6.07,-8.652645
6.08,-8.652645
6.09,-8.652645
6.1,-8.652645
6.11,-8.321554045703923
6.12,-7.7487642987066065
6.13,-7.194374956210925
6.14,-6.6696717865032475
6.15,-6.185336232999786
6.16,-5.75122797086156
6.17,-5.376184192440806
6.18,-5.067839707529223
6.19,-4.832471520647528
6.2,-4.67487104933487
6.21,-4.598246584704922
6.22,-4.604157979890841
6.23,-4.69248489593371
6.24,-4.861429251536671
6.25,-5.107551826814943
6.26,-5.425842275894757
6.27,-5.809821123106708
6.28,-6.251671666425159
6.29,-6.7423991029798165
6.3,-7.27201363730353
6.31,-7.829733844759669
6.32,-8.404206150256744
6.33,-8.652645
6.34,-8.652645
6.35,-8.652645
6.36,-8.652645
6.37,-8.652645
6.38,-8.652645
6.39,-8.652645
6.4,-8.652645
6.41,-8.652645
6.42,-8.652645
6.43,-8.652645
6.44,-8.652645
6.45,-8.652645
6.46,-8.652645
6.47,-8.652645
6.48,-8.652645
6.49,-8.652645
6.5,-8.652645
6.51,-8.652645
6.52,-8.652645
6.53,-8.652645
6.54,-8.652645
6.55,-8.652645
6.56,-8.652645
6.57,-8.652645
6.58,-8.652645
6.59,-8.101915262656968
6.6,-7.534775451652716
6.61,-6.9903922409831925
6.62,-6.4798477029461825
6.63,-6.0135350520471995
6.64,-5.600947069123906
6.65,-5.250482855703101
6.66,-4.96927685251476
6.67,-4.763053602852616
6.68,-4.636011217381046
6.69,-4.590735912708263
6.7,-4.628149363474218
6.71,-4.74748993971279
6.72,-4.946328211441565
6.73,-5.2206164048503965
6.74,-5.564770803303267
6.75,-5.971785415707027
6.76,-6.433374598286353
6.77,-6.940141726397214
6.78,-7.481770482707041
6.79,-8.04723486766562
6.8,-8.625023657059876
6.81,-8.652645
6.82,-8.652645
6.83,-8.652645
6.84,-8.652645
6.85,-8.652645
6.86,-8.652645
6.87,-8.652645
6.88,-8.652645
6.89,-8.652645
6.9,-8.652645
6.91,-8.652645
6.92,-8.652645
6.93,-8.652645
6.94,-8.652645
6.95,-8.652645
6.96,-8.652645
6.97,-8.652645
6.98,-8.652645
6.99,-8.652645
7.0,-8.652645
7.01,-8.652645
7.02,-8.652645
7.03,-8.652645
7.04,-8.652645
7.05,-8.652645
7.06,-8.459367115178194
7.07,-7.883905877654225
7.08,-7.324093951800702
7.09,-6.791327494063665
7.1,-6.296452093151048
7.11,-5.849541985122585
7.12,-5.459694970995484
7.13,-5.1348472117513815
7.14,-4.881611670984906
7.15,-4.705143494035054
7.16,-4.609035064092358
7.17,-4.595242871636605
7.18,-4.664047685932799
7.19,-4.8140488393785805
7.2,-5.042192741057377
7.21,-5.343835039043702
7.22,-5.712835166015108
7.23,-6.141681343494994
7.24,-6.621643500000044
7.25,-7.142950990120419
7.26,-7.694991496683926
7.27,-8.266527066930296
7.28,-8.652645
7.29,-8.652645
7.3,-8.652645
7.31,-8.652645
7.32,-8.652645
7.33,-8.652645
7.34,-8.652645
7.35,-8.652645
7.36,-8.652645
7.37,-8.652645
7.38,-8.652645
7.39,-8.652645
7.4,-8.652645
7.41,-8.652645
7.42,-8.652645
7.43,-8.652645
7.44,-8.652645
7.45,-8.652645
7.46,-8.652645
7.47,-8.652645
7.48,-8.652645
7.49,-8.652645
7.5,-8.652645
7.51,-8.652645
7.52,-8.652645
7.53,-8.652645
7.54,-8.239039722540017
7.55,-7.668170896842129
7.56,-7.11734312489566
7.57,-6.597769671681268
7.58,-6.120027554380383
7.59,-5.6938422248067
7.6,-5.327889587253342
7.61,-5.029619382100606
7.62,-4.805103530585216
7.63,-4.65891252799374
7.64,-4.594022401558905
7.65,-4.6117541271272575
7.66,-4.711746737900295
7.67,-4.891964672677556
7.68,-5.148739214012583
7.69,-5.476843172720455
7.7,-5.86959729837551
7.71,-6.319006249588803
7.72,-6.815921356102033
7.73,-7.350226859331469
7.74,-7.911045840041101
7.75,-8.486961641052122
7.76,-8.652645
7.77,-8.652645
7.78,-8.652645
7.79,-8.652645
7.8,-8.652645
7.81,-8.652645
7.82,-8.652645
7.83,-8.652645
7.84,-8.652645
7.85,-8.652645
7.86,-8.652645
7.87,-8.652645
7.88,-8.652645
7.89,-8.652645
7.9,-8.652645
7.91,-8.652645
7.92,-8.652645
7.93,-8.652645
7.94,-8.652645
7.95,-8.652645
7.96,-8.652645
7.97,-8.652645
7.98,-8.652645
7.99,-8.652645
8.0,-8.652645
8.01,-8.597403591319669
8.02,-8.019936029267468
8.03,-7.4553485972773785
8.04,-6.915134667329012
8.05,-6.410291437187702
8.06,-5.951096059171649
8.07,-5.546896426967044
8.08,-5.20592087947009
8.09,-4.935110695535542
8.1,-4.7399787895562255
8.11,-4.624497484423932
8.12,-4.591017646490569
8.13,-4.640220828708598
8.14,-4.771105396178301
8.15,-4.9810069165459225
8.16,-5.265652400162775
8.17,-5.619247285832214
8.18,-6.034593401365456
8.19,-6.5032354976095315
8.2,-7.0156333729371205
8.21,-7.561356084240103
8.22,-8.1292942908505
8.23,-8.652645
8.24,-8.652645
8.25,-8.652645
8.26,-8.652645
8.27,-8.652645
8.28,-8.652645
8.29,-8.652645
8.3,-8.652645
8.31,-8.652645
8.32,-8.652645
8.33,-8.652645
8.34,-8.652645
8.35,-8.652645
8.36,-8.652645
8.37,-8.652645
8.38,-8.652645
8.39,-8.652645
8.4,-8.652645
8.41,-8.652645
8.42,-8.652645
8.43,-8.652645
8.44,-8.652645
8.45,-8.652645
8.46,-8.652645
8.47,-8.652645
8.48,-8.652645
8.49,-8.376642261830298
8.5,-7.802704279145242
8.51,-7.24606863851015
8.52,-6.718066836363718
8.53,-6.229447466766184
8.54,-5.790157411020651
8.55,-5.409139347854122
8.56,-5.094149706267444
8.57,-4.851600767008131
8.58,-4.686430127026122
8.59,-4.602000184238656
8.6,-4.600029688805037
8.61,-4.680558754329855
8.62,-4.841948041265671
8.63,-5.0809121291387935
8.64,-5.392586398235565
8.65,-5.770626059231582
8.66,-6.207335314805326
8.67,-6.693824023878811
8.68,-7.220188679252891
8.69,-7.775714014454466
8.7,-8.349091135661615
8.71,-8.652645
8.72,-8.652645
8.73,-8.652645
8.74,-8.652645
8.75,-8.652645
8.76,-8.652645
8.77,-8.652645
8.78,-8.652645
8.79,-8.652645
8.8,-8.652645
8.81,-8.652645
8.82,-8.652645
8.83,-8.652645
8.84,-8.652645
8.85,-8.652645
8.86,-8.652645
8.87,-8.652645
8.88,-8.652645
8.89,-8.652645
8.9,-8.652645
8.91,-8.652645
8.92,-8.652645
8.93,-8.652645
8.94,-8.652645
8.95,-8.652645
8.96,-8.652645
8.97,-8.15669751857418
8.98,-7.5879871775962995
8.99,-7.0409501996629285
9.0,-6.5267226801204155
9.01,-6.0557728083569335
9.02,-5.637687765654308
9.03,-5.280978557824257
9.04,-4.992906755673793
9.05,-4.7793366703641915
9.06,-4.64461597294716
9.07,-4.591487188319658
9.08,-4.6210318653259375
9.09,-4.732648559541963
9.1,-4.924065076949463
9.11,-5.191384729253675
9.12,-5.5291656592199026
9.13,-5.930531621193877
9.14,-6.38731196163352
9.15,-6.890207950053274
9.16,-7.428982074361189
9.17,-7.992666447082625
9.18,-8.569786079920478
9.19,-8.652645
9.2,-8.652645
9.21,-8.652645
9.22,-8.652645
9.23,-8.652645
9.24,-8.652645
9.25,-8.652645
9.26,-8.652645
9.27,-8.652645
9.28,-8.652645
9.29,-8.652645
9.3,-8.652645
9.31,-8.652645
9.32,-8.652645
9.33,-8.652645
9.34,-8.652645
9.35,-8.652645
9.36,-8.652645
9.37,-8.652645
9.38,-8.652645
9.39,-8.652645
9.4,-8.652645
9.41,-8.652645
9.42,-8.652645
9.43,-8.652645
9.44,-8.514563828059151
9.45,-7.938220093680509
9.46,-7.376419990163134
9.47,-6.840600147517121
9.48,-6.341668312561815
9.49,-5.889781298656306
9.5,-5.49413822226917
9.51,-5.162793235495233
9.52,-4.9024915667451765
9.53,-4.7185322073467235
9.54,-4.614660039362243
9.55,-4.592989600589303
9.56,-4.653962038668945
9.57,-4.796336130591849
9.58,-5.01721355041944
9.59,-5.312097870841908
9.6,-5.6749860974716135
9.61,-6.098490872497601
9.62,-6.573990859987264
9.63,-7.091806251424139
9.64,-7.6413958186946696
9.65,-8.211571503094746
9.66,-8.652645
9.67,-8.652645
9.68,-8.652645
9.69,-8.652645
9.7,-8.652645
9.71,-8.652645
9.72,-8.652645
9.73,-8.652645
9.74,-8.652645
9.75,-8.652645
9.76,-8.652645
9.77,-8.652645
9.78,-8.652645
9.79,-8.652645
9.8,-8.652645
9.81,-8.652645
9.82,-8.652645
9.83,-8.652645
9.84,-8.652645
9.85,-8.652645
9.86,-8.652645
9.87,-8.652645
9.88,-8.652645
9.89,-8.652645
9.9,-8.652645
9.91,-8.652645
9.92,-8.294032265261432
9.93,-7.721856378045921
9.94,-7.168628663000659
9.95,-6.645611241026983
9.96,-6.163451238578498
9.97,-5.731964042870596
9.98,-5.359933488901481
9.99,-5.05493304590244
10.0,-4.823171643344287
10.01,-4.669367275038408
10.02,-4.596650954388341
10.03,-4.60650297598597
10.04,-4.6987227810824495
10.05,-4.871433040386011
10.06,-5.121117871072431
10.07,-5.442694410020552
10.08,-5.829616286247551
10.09,-6.274006886143999
10.1,-6.766819698612666
10.11,-7.298022475946491
10.12,-7.856801461461263
10.13,-8.431781526397543
10.14,-8.652645
10.15,-8.652645
10.16,-8.652645
10.17,-8.652645
10.18,-8.652645
10.19,-8.652645
10.2,-8.652645
10.21,-8.652645
10.22,-8.652645
10.23,-8.652645
10.24,-8.652645
10.25,-8.652645
10.26,-8.652645
10.27,-8.652645
10.28,-8.652645
10.29,-8.652645
10.3,-8.652645
10.31,-8.652645
10.32,-8.652645
10.33,-8.652645
10.34,-8.652645
10.35,-8.652645
10.36,-8.652645
10.37,-8.652645
10.38,-8.652645
10.39,-8.652644999999968
10.4,-8.074561699989381
10.41,-7.508246508912435
10.42,-6.965227970941303
10.43,-6.456560377572925
10.44,-5.992598734132073
10.45,-5.582787961724307
10.46,-5.235470625879117
10.47,-4.957717105973945
10.48,-4.755181662698984
10.49,-4.631987333615323
10.5,-4.590642
10.51,-4.631987333615323
10.52,-4.755181662698984
10.53,-4.957717105973944
10.54,-5.235470625879117
10.55,-5.582787961724305
10.56,-5.992598734132072
10.57,-6.456560377572922
10.58,-6.9652279709413
10.59,-7.508246508912434
10.6,-8.07456169998938
10.61,-8.652644999999966
10.62,-8.652645
10.63,-8.652645
10.64,-8.652645
10.65,-8.652645
10.66,-8.652645
10.67,-8.652645
10.68,-8.652645
10.69,-8.652645
10.7,-8.652645
10.71,-8.652645
10.72,-8.652645
10.73,-8.652645
10.74,-8.652645
10.75,-8.652645
10.76,-8.652645
10.77,-8.652645
10.78,-8.652645
10.79,-8.652645
10.8,-8.652645
10.81,-8.652645
10.82,-8.652645
10.83,-8.652645
10.84,-8.652645
10.85,-8.652645
10.86,-8.652645
10.87,-8.431781526397545
10.88,-7.8568014614612665
10.89,-7.298022475946492
10.9,-6.766819698612668
10.91,-6.274006886143999
10.92,-5.829616286247553
10.93,-5.442694410020554
10.94,-5.121117871072432
10.95,-4.871433040386011
10.96,-4.69872278108245
10.97,-4.60650297598597
10.98,-4.596650954388341
10.99,-4.669367275038407
11.0,-4.823171643344286
11.01,-5.054933045902439
11.02,-5.35993348890148
11.03,-5.731964042870596
11.04,-6.163451238578496
11.05,-6.64561124102698
11.06,-7.168628663000658
11.07,-7.72185637804592
11.08,-8.29403226526143
11.09,-8.652645
11.1,-8.652645
11.11,-8.652645
11.12,-8.652645
11.13,-8.652645
11.14,-8.652645
11.15,-8.652645
11.16,-8.652645
11.17,-8.652645
11.18,-8.652645
11.19,-8.652645
11.2,-8.652645
11.21,-8.652645
11.22,-8.652645
11.23,-8.652645
11.24,-8.652645
11.25,-8.652645
11.26,-8.652645
11.27,-8.652645
11.28,-8.652645
11.29,-8.652645
11.3,-8.652645
11.31,-8.652645
11.32,-8.652645
11.33,-8.652645
11.34,-8.652645
11.35,-8.21157150309475
11.36,-7.64139581869467
11.37,-7.091806251424141
11.38,-6.573990859987266
11.39,-6.098490872497602
11.4,-5.6749860974716135
11.41,-5.31209787084191
11.42,-5.017213550419441
11.43,-4.79633613059185
11.44,-4.653962038668946
11.45,-4.592989600589303
11.46,-4.614660039362242
11.47,-4.718532207346723
11.48,-4.902491566745175
11.49,-5.162793235495233
11.5,-5.494138222269169
11.51,-5.889781298656304
11.52,-6.341668312561815
11.53,-6.8406001475171205
11.54,-7.376419990163131
11.55,-7.938220093680506
11.56,-8.51456382805915
11.57,-8.652645
11.58,-8.652645
11.59,-8.652645
11.6,-8.652645
11.61,-8.652645
11.62,-8.652645
11.63,-8.652645
11.64,-8.652645
11.65,-8.652645
11.66,-8.652645
11.67,-8.652645
11.68,-8.652645
11.69,-8.652645
11.7,-8.652645
11.71,-8.652645
11.72,-8.652645
11.73,-8.652645
11.74,-8.652645
11.75,-8.652645
11.76,-8.652645
11.77,-8.652645
11.78,-8.652645
11.79,-8.652645
11.8,-8.652645
11.81,-8.652645
11.82,-8.569786079920478
11.83,-7.992666447082627
11.84,-7.42898207436119
11.85,-6.890207950053277
11.86,-6.387311961633522
11.87,-5.930531621193879
11.88,-5.529165659219904
11.89,-5.1913847292536754
11.9,-4.924065076949464
11.91,-4.732648559541964
11.92,-4.621031865325938
11.93,-4.591487188319658
11.94,-4.64461597294716
11.95,-4.77933667036419
11.96,-4.992906755673792
11.97,-5.280978557824255
11.98,-5.637687765654306
11.99,-6.055772808356933
12.0,-6.526722680120413
12.01,-7.040950199662927
12.02,-7.587987177596299
12.03,-8.156697518574179
12.04,-8.652645
12.05,-8.652645
12.06,-8.652645
12.07,-8.652645
12.08,-8.652645
12.09,-8.652645
12.1,-8.652645
12.11,-8.652645
12.12,-8.652645
12.13,-8.652645
12.14,-8.652645
12.15,-8.652645
12.16,-8.652645
12.17,-8.652645
12.18,-8.652645
12.19,-8.652645
