indice,timestamp_s,Aceleración,cpm,prof_cm
333,3.33,10.91038,0.0,0.0
334,3.34,11.75074,0.0,0.0
335,3.35,11.02291,0.0,0.0
336,3.36,8.779537,0.0,0.0
337,3.37,12.64139,0.0,0.0
338,3.38,10.10593,0.0,0.0
339,3.39,8.863335,0.0,0.0
340,3.40,9.31105,0.0,0.0
341,3.41,9.181764,0.0,0.0
342,3.42,8.06846,0.0,0.0
343,3.43,9.49301,0.0,0.0
344,3.44,7.685388,0.0,0.0
345,3.45,6.991069,0.0,0.0
346,3.46,7.232883,0.0,0.0
347,3.47,8.422802,0.0,0.0
348,3.48,5.133168,0.0,0.0
349,3.49,7.963115,0.0,0.0
350,3.50,5.509058,0.0,0.0
351,3.51,8.226477,0.0,0.0
352,3.52,7.908048,0.0,0.0
353,3.53,8.056489,0.0,0.0
354,3.54,7.845799,0.0,0.0
355,3.55,7.920019,0.0,0.0
356,3.56,7.331046,0.0,0.0
357,3.57,7.40766,0.0,0.0
358,3.58,7.697359,0.0,0.0
359,3.59,6.979098,0.0,0.0
360,3.60,9.904813,0.0,0.0
361,3.61,11.00136,0.0,0.0
362,3.62,10.91277,0.0,0.0
363,3.63,8.418014,0.0,0.0
364,3.64,9.368511,0.0,0.0
365,3.65,10.56082,0.0,0.0
366,3.66,8.626308,0.0,0.0
367,3.67,9.940725,0.0,0.0
368,3.68,8.315063,0.0,0.0
369,3.69,7.460332,0.0,0.0
370,3.70,7.759608,0.0,0.0
371,3.71,6.742072,0.0,0.0
372,3.72,8.178593,0.0,0.0
373,3.73,6.995857,0.0,0.0
374,3.74,9.208099,0.0,0.0
375,3.75,6.806715,0.0,0.0
376,3.76,8.020576,0.0,0.0
377,3.77,7.467515,0.0,0.0
378,3.78,8.090008,0.0,0.0
379,3.79,7.493851,0.0,0.0
380,3.80,7.716512,0.0,0.0
381,3.81,7.180211,0.0,0.0
382,3.82,7.742848,0.0,0.0
383,3.83,6.780379,0.0,0.0
384,3.84,6.58166,0.0,0.0
385,3.85,6.524199,0.0,0.0
386,3.86,6.363788,0.0,0.0
387,3.87,5.884948,0.0,0.0
388,3.88,7.335834,0.0,0.0
389,3.89,10.95347,0.0,0.0
390,3.90,12.44027,0.0,0.0
391,3.91,11.68849,0.0,0.0
392,3.92,13.1298,0.0,0.0
393,3.93,12.10269,0.0,0.0
394,3.94,12.21761,0.0,0.0
395,3.95,13.90792,0.0,0.0
396,3.96,12.82334,0.0,0.0
397,3.97,12.36366,0.0,0.0
398,3.98,11.70525,0.0,0.0
399,3.99,10.65899,0.0,0.0
400,4.00,10.64701,0.0,0.0
401,4.01,9.397242,0.0,0.0
402,4.02,11.11628,0.0,0.0
403,4.03,9.184157,0.0,0.0
404,4.04,9.849746,0.0,0.0
405,4.05,9.157822,0.0,0.0
406,4.06,9.423578,0.0,0.0
407,4.07,8.391677,0.0,0.0
408,4.08,9.315839,0.0,0.0
409,4.09,7.924808,0.0,0.0
410,4.10,7.594408,0.0,0.0
411,4.11,8.329428,0.0,0.0
412,4.12,5.485116,0.0,0.0
413,4.13,6.351817,0.0,0.0
414,4.14,6.256049,0.0,0.0
415,4.15,8.360553,0.0,0.0
416,4.16,7.323863,0.0,0.0
417,4.17,7.843405,0.0,0.0
418,4.18,8.056489,0.0,0.0
419,4.19,7.632715,0.0,0.0
420,4.20,7.809886,0.0,0.0
421,4.21,7.565677,0.0,0.0
422,4.22,7.249643,0.0,0.0
423,4.23,9.481039,0.0,0.0
424,4.24,8.961497,0.0,0.0
425,4.25,8.841787,0.0,0.0
426,4.26,9.184157,0.0,0.0
427,4.27,8.008605,0.0,0.0
428,4.28,7.060501,0.0,0.0
429,4.29,6.289568,0.0,0.0
430,4.30,9.306262,0.0,0.0
431,4.31,5.351041,0.0,0.0
432,4.32,5.980716,0.0,0.0
433,4.33,6.722919,0.0,0.0
434,4.34,8.322245,0.0,0.0
435,4.35,7.469909,0.0,0.0
436,4.36,7.874529,0.0,0.0
437,4.37,7.285556,0.0,0.0
438,4.38,7.85777,0.0,0.0
439,4.39,7.182605,0.0,0.0
440,4.40,7.309498,0.0,0.0
441,4.41,5.564125,0.0,0.0
442,4.42,6.28478,0.0,0.0
443,4.43,6.64391,0.0,0.0
444,4.44,7.733272,0.0,0.0
445,4.45,5.71496,0.0,0.0
446,4.46,4.589684,0.0,0.0
447,4.47,9.318233,0.0,0.0
448,4.48,12.48097,0.0,0.0
449,4.49,11.9327,0.0,0.0
450,4.50,13.48414,0.0,0.0
451,4.51,12.10269,0.0,0.0
452,4.52,11.83215,0.0,0.0
453,4.53,13.75229,0.0,0.0
454,4.54,12.27268,0.0,0.0
455,4.55,12.04523,0.0,0.0
456,4.56,11.6047,0.0,0.0
457,4.57,11.12586,0.0,0.0
458,4.58,10.22564,0.0,0.0
459,4.59,9.452309,0.0,0.0
460,4.60,9.279925,0.0,0.0
461,4.61,11.50414,0.0,0.0
462,4.62,9.138668,0.0,0.0
463,4.63,9.622296,0.0,0.0
464,4.64,9.502586,0.0,0.0
465,4.65,9.07163,0.0,0.0
466,4.66,9.126697,0.0,0.0
467,4.67,8.772355,0.0,0.0
468,4.68,8.037335,0.0,0.0
469,4.69,7.726089,0.0,0.0
470,4.70,8.219295,0.0,0.0
471,4.71,4.989516,0.0,0.0
472,4.72,7.086837,0.0,0.0
473,4.73,7.927202,0.0,0.0
474,4.74,7.402872,0.0,0.0
475,4.75,8.087613,0.0,0.0
476,4.76,7.721301,0.0,0.0
477,4.77,8.037335,0.0,0.0
478,4.78,9.248801,0.0,0.0
479,4.79,9.205706,0.0,0.0
480,4.80,9.102755,0.0,0.0
481,4.81,8.868123,0.0,0.0
482,4.82,9.318233,0.0,0.0
483,4.83,8.901642,0.0,0.0
484,4.84,9.059659,0.0,0.0
485,4.85,7.635109,0.0,0.0
486,4.86,8.104373,0.0,0.0
487,4.87,8.106767,0.0,0.0
488,4.88,8.832211,0.0,0.0
489,4.89,6.081272,0.0,0.0
490,4.90,7.824251,0.0,0.0
491,4.91,6.691794,0.0,0.0
492,4.92,8.197746,0.0,0.0
493,4.93,7.805098,0.0,0.0
494,4.94,8.061277,0.0,0.0
495,4.95,7.623138,0.0,0.0
496,4.96,7.728483,0.0,0.0
497,4.97,7.12275,0.0,0.0
498,4.98,6.991069,0.0,0.0
499,4.99,7.582437,0.0,0.0
500,5.00,5.923255,0.0,0.0
501,5.01,6.205771,0.0,0.0
502,5.02,4.24492,0.0,0.0
503,5.03,4.766856,0.0,0.0
504,5.04,6.579266,0.0,0.0
505,5.05,5.386954,0.0,0.0
506,5.06,10.13466,0.0,0.0
507,5.07,13.78103,0.0,0.0
508,5.08,10.47463,0.0,0.0
509,5.09,12.73476,0.0,0.0
510,5.10,10.64941,0.0,0.0
511,5.11,12.53843,0.0,0.0
512,5.12,12.42351,0.0,0.0
513,5.13,12.06678,0.0,0.0
514,5.14,11.63582,0.0,0.0
515,5.15,12.03086,0.0,0.0
516,5.16,11.25514,0.0,0.0
517,5.17,11.32936,0.0,0.0
518,5.18,10.68532,0.0,0.0
519,5.19,7.814674,0.0,0.0
520,5.20,9.085996,0.0,0.0
521,5.21,9.136273,0.0,0.0
522,5.22,8.992621,0.0,0.0
523,5.23,10.12987,0.0,0.0
524,5.24,8.295909,0.0,0.0
525,5.25,9.679757,0.0,0.0
526,5.26,8.916007,0.0,0.0
527,5.27,8.604761,0.0,0.0
528,5.28,7.728483,0.0,0.0
529,5.29,7.074866,0.0,0.0
530,5.30,7.742848,0.0,0.0
531,5.31,8.568848,0.0,0.0
532,5.32,5.533,0.0,0.0
533,5.33,8.252813,0.0,0.0
534,5.34,8.53054,0.0,0.0
535,5.35,10.26394,0.0,0.0
536,5.36,8.259995,0.0,0.0
537,5.37,8.884883,0.0,0.0
538,5.38,8.224083,0.0,0.0
539,5.39,8.851364,0.0,0.0
540,5.40,7.785944,0.0,0.0
541,5.41,7.611167,0.0,0.0
542,5.42,7.979874,0.0,0.0
543,5.43,6.361394,0.0,0.0
544,5.44,8.578424,0.0,0.0
545,5.45,6.816292,0.0,0.0
546,5.46,8.025364,0.0,0.0
547,5.47,9.370906,0.0,0.0
548,5.48,7.319075,0.0,0.0
549,5.49,7.524976,0.0,0.0
550,5.50,7.455544,0.0,0.0
551,5.51,7.314286,0.0,0.0
552,5.52,6.80911,0.0,0.0
553,5.53,6.497863,0.0,0.0
554,5.54,6.090849,0.0,0.0
555,5.55,7.584831,0.0,0.0
556,5.56,5.451597,0.0,0.0
557,5.57,4.386178,0.0,0.0
558,5.58,5.846641,0.0,0.0
559,5.59,8.327033,0.0,0.0
560,5.60,13.34289,0.0,0.0
561,5.61,14.74589,0.0,0.0
562,5.62,11.89918,0.0,0.0
563,5.63,14.947,0.0,0.0
564,5.64,11.53048,0.0,0.0
565,5.65,12.40915,0.0,0.0
566,5.66,13.24712,0.0,0.0
567,5.67,11.07558,0.0,0.0
568,5.68,11.4802,0.0,0.0
569,5.69,11.46823,0.0,0.0
570,5.70,10.61589,0.0,0.0
571,5.71,9.880871,0.0,0.0
572,5.72,9.188946,0.0,0.0
573,5.73,11.00854,0.0,0.0
574,5.74,9.749189,0.0,0.0
575,5.75,9.366117,0.0,0.0
576,5.76,10.03649,0.0,0.0
577,5.77,8.681376,0.0,0.0
578,5.78,9.708488,0.0,0.0
579,5.79,8.35337,0.0,0.0
580,5.80,8.559271,0.0,0.0
581,5.81,7.091625,0.0,0.0
582,5.82,7.266402,0.0,0.0
583,5.83,9.797073,0.0,0.0
584,5.84,9.054871,0.0,0.0
585,5.85,9.667787,0.0,0.0
586,5.86,9.291897,0.0,0.0
587,5.87,10.09874,0.0,0.0
588,5.88,8.734048,0.0,0.0
589,5.89,9.14585,0.0,0.0
590,5.90,8.231265,0.0,0.0
591,5.91,7.544129,0.0,0.0
592,5.92,7.637504,0.0,0.0
593,5.93,7.359776,0.0,0.0
594,5.94,7.493851,0.0,0.0
595,5.95,8.401254,0.0,0.0
596,5.96,6.976704,0.0,0.0
597,5.97,8.078036,0.0,0.0
598,5.98,8.049306,0.0,0.0
599,5.99,8.901642,0.0,0.0
600,6.00,7.845799,0.0,0.0
601,6.01,8.178593,0.0,0.0
602,6.02,7.960721,0.0,0.0
603,6.03,7.800309,0.0,0.0
604,6.04,7.615956,0.0,0.0
605,6.05,7.489063,0.0,0.0
606,6.06,7.366959,0.0,0.0
607,6.07,8.561666,0.0,0.0
608,6.08,7.283162,0.0,0.0
609,6.09,5.781997,0.0,0.0
610,6.10,5.214571,0.0,0.0
611,6.11,5.614403,0.0,0.0
612,6.12,5.351041,0.0,0.0
613,6.13,4.503493,0.0,0.0
614,6.14,11.79623,0.0,0.0
615,6.15,15.1529,0.0,0.0
616,6.16,12.48816,0.0,0.0
617,6.17,13.6278,0.0,0.0
618,6.18,13.10825,0.0,0.0
619,6.19,12.85926,0.0,0.0
620,6.20,13.41471,0.0,0.0
621,6.21,12.34211,0.0,0.0
622,6.22,11.84412,0.0,0.0
623,6.23,10.97502,0.0,0.0
624,6.24,8.236053,0.0,0.0
625,6.25,9.227253,0.0,0.0
626,6.26,9.205706,0.0,0.0
627,6.27,11.85609,0.0,0.0
628,6.28,9.768343,0.0,0.0
629,6.29,9.696517,0.0,0.0
630,6.30,9.998186,0.0,0.0
631,6.31,8.568848,0.0,0.0
632,6.32,9.066842,0.0,0.0
633,6.33,8.303091,0.0,0.0
634,6.34,9.13388,0.0,0.0
635,6.35,8.154651,0.0,0.0
636,6.36,7.252037,0.0,0.0
637,6.37,7.445967,0.0,0.0
638,6.38,7.922413,0.0,0.0
639,6.39,4.592079,0.0,0.0
640,6.40,9.358934,0.0,0.0
641,6.41,6.782773,0.0,0.0
642,6.42,7.728483,0.0,0.0
643,6.43,7.125144,0.0,0.0
644,6.44,5.609614,0.0,0.0
645,6.45,9.153033,0.0,0.0
646,6.46,8.037335,0.0,0.0
647,6.47,7.374141,0.0,0.0
648,6.48,7.369353,0.0,0.0
649,6.49,7.620744,0.0,0.0
650,6.50,7.860164,0.0,0.0
651,6.51,7.627927,0.0,0.0
652,6.52,7.474698,0.0,0.0
653,6.53,7.345411,0.0,0.0
654,6.54,7.170634,0.0,0.0
655,6.55,7.534553,0.0,0.0
656,6.56,7.000646,0.0,0.0
657,6.57,6.212954,0.0,0.0
658,6.58,5.875371,0.0,0.0
659,6.59,7.702147,0.0,0.0
660,6.60,6.560112,0.0,0.0
661,6.61,8.236053,0.0,0.0
662,6.62,10.50336,0.0,0.0
663,6.63,9.351752,0.0,0.0
664,6.64,11.79863,0.0,0.0
665,6.65,14.2048,0.0,0.0
666,6.66,12.43548,0.0,0.0
667,6.67,15.09305,0.0,0.0
668,6.68,13.04601,0.0,0.0
669,6.69,12.56956,0.0,0.0
670,6.70,11.46104,0.0,0.0
671,6.71,10.84334,0.0,0.0
672,6.72,12.17452,0.0,0.0
673,6.73,10.46266,0.0,0.0
674,6.74,10.36211,0.0,0.0
675,6.75,9.174581,0.0,0.0
676,6.76,8.975863,0.0,0.0
677,6.77,9.500193,0.0,0.0
678,6.78,10.00537,0.0,0.0
679,6.79,9.153033,0.0,0.0
680,6.80,9.859323,0.0,0.0
681,6.81,9.148245,0.0,0.0
682,6.82,9.248801,0.0,0.0
683,6.83,7.431602,0.0,0.0
684,6.84,7.817069,0.0,0.0
685,6.85,7.563283,0.0,0.0
686,6.86,7.771579,0.0,0.0
687,6.87,6.806715,0.0,0.0
688,6.88,7.532158,0.0,0.0
689,6.89,7.264008,0.0,0.0
690,6.90,6.47871,0.0,0.0
691,6.91,5.956774,0.0,0.0
692,6.92,6.780379,0.0,0.0
693,6.93,3.912126,0.0,0.0
694,6.94,6.981492,0.0,0.0
695,6.95,10.59434,0.0,0.0
696,6.96,6.945579,0.0,0.0
697,6.97,12.28226,0.0,0.0
698,6.98,11.59751,0.0,0.0
699,6.99,11.59512,0.0,0.0
700,7.00,12.01171,0.0,0.0
701,7.01,12.87602,0.0,0.0
702,7.02,11.69089,0.0,0.0
703,7.03,11.37246,0.0,0.0
704,7.04,11.13783,0.0,0.0
705,7.05,11.3964,0.0,0.0
706,7.06,10.79785,0.0,0.0
707,7.07,9.923966,0.0,0.0
708,7.08,9.52174,0.0,0.0
709,7.09,11.76271,0.0,0.0
710,7.10,9.0429,0.0,0.0
711,7.11,10.76672,0.0,0.0
712,7.12,8.760384,0.0,0.0
713,7.13,9.655815,0.0,0.0
714,7.14,8.836999,0.0,0.0
715,7.15,9.105149,0.0,0.0
716,7.16,8.415619,0.0,0.0
717,7.17,7.651869,0.0,0.0
718,7.18,7.240066,0.0,0.0
719,7.19,7.340622,0.0,0.0
720,7.20,6.892907,0.0,0.0
721,7.21,6.177041,0.0,0.0
722,7.22,7.010222,0.0,0.0
723,7.23,5.8634,0.0,0.0
724,7.24,5.355829,0.0,0.0
725,7.25,6.493075,0.0,0.0
726,7.26,6.940791,0.0,0.0
727,7.27,7.66384,0.0,0.0
728,7.28,10.00058,0.0,0.0
729,7.29,11.58075,0.0,0.0
730,7.30,10.5273,0.0,0.0
731,7.31,12.78504,0.0,0.0
732,7.32,10.49618,0.0,0.0
733,7.33,12.20325,0.0,0.0
